request_id,request_type,priority,created_hour,created_day_of_week,created_at,completed_at,total_duration_hours,sla_hours,stage_created_duration,stage_assigned_duration,stage_verified_duration,stage_approved_duration,stage_processed_duration,handler_workload,final_stage,is_completed,is_delayed
REQ-SYN-0337,library,2,17,1,2025-11-11 17:27:00,2025-11-15 03:45:00,82.3,48,2.53,2.9,15.82,18.47,42.58,3,completed,1,1
REQ-SYN-0338,transcript,1,22,2,2025-09-24 22:33:00,2025-09-27 10:57:00,71.2,120,2.72,5.44,13.88,8.02,41.14083016762588,8,completed,1,0
REQ-SYN-0339,it_support,1,19,2,2025-11-12 19:19:00,2025-11-15 17:23:48,70.08,24,2.75,7.27,3.65,22.49,33.92,3,completed,1,1
REQ-SYN-0340,certificate,3,14,2,2025-12-31 14:05:00,2026-01-02 06:17:36,40.21,72,2.74,3.55,8.08,0.33,25.51,5,completed,1,0
REQ-SYN-0341,exam,3,10,4,2025-10-31 10:35:00,2025-11-02 14:59:36,58.64,96,1.73,7.38,6.89,7.57,35.069200984025755,5,completed,1,0
REQ-SYN-0342,hostel,2,1,1,2025-09-16 01:16:00,2025-09-17 04:38:48,27.38,48,3.29,3.19,4.78,0.63,15.49,5,completed,1,0
REQ-SYN-0343,it_support,2,12,1,2025-11-18 12:16:00,2025-11-19 21:44:12,27.23,24,2.73,3.71,7.04,8.23,11.76,1,completed,1,1
REQ-SYN-0344,hostel,3,11,0,2026-02-02 11:17:00,2026-02-03 10:55:24,23.64,48,2.25,7.28,7.41,4.6,2.1,5,completed,1,0
REQ-SYN-0345,hostel,2,3,2,2025-12-17 03:13:00,2025-12-18 15:05:48,35.88,48,0.61,6.67,3.88,6.82,17.9,3,completed,1,0
REQ-SYN-0346,certificate,2,16,1,2025-08-26 16:36:00,2025-08-28 05:43:12,37.12,72,1.7,2.72,4.48,16.79,11.43,3,completed,1,0
REQ-SYN-0347,transcript,2,10,2,2025-10-08 10:21:00,2025-10-10 12:30:36,60.84,120,0.95,12.29,8.43,5.14,34.02845350530938,6,completed,1,0
REQ-SYN-0348,library,1,15,0,2025-10-27 15:16:00,2025-10-29 18:36:24,51.34,48,1.32,4.44,8.5,19.65,17.43,8,completed,1,1
REQ-SYN-0349,transcript,1,17,1,2026-01-27 17:30:00,2026-01-30 07:00:36,69.64,120,2.13,10.38,8.95,19.03,29.15033755576031,5,completed,1,0
REQ-SYN-0350,library,2,20,1,2025-12-09 20:00:00,2025-12-11 04:49:12,32.82,48,1.71,3.47,9.1,3.77,14.77,2,completed,1,0
REQ-SYN-0351,library,3,8,6,2025-10-26 08:42:00,2025-10-28 05:45:00,54.65,48,2.52,5.9,11.42,12.15,22.664022941329677,5,completed,1,1
REQ-SYN-0352,hostel,1,12,4,2026-02-13 12:08:00,2026-02-16 21:48:12,81.67,48,0.42,7.1,20.63,22.38,31.14,5,completed,1,1
REQ-SYN-0353,hostel,3,16,4,2026-01-02 16:47:00,2026-01-04 20:48:12,52.02,48,2.09,9.53,4.4,18.32,17.68,8,completed,1,1
REQ-SYN-0354,hostel,2,15,3,2026-01-15 15:25:00,2026-01-16 16:43:36,25.31,48,2.03,5.03,0.1,5.5,12.65,8,completed,1,0
REQ-SYN-0355,transcript,3,8,2,2025-09-24 08:01:00,2025-09-25 07:36:24,23.59,120,1.74,2.35,2.89,5.31,11.3,5,completed,1,0
REQ-SYN-0356,hostel,2,12,4,2025-08-29 12:15:00,2025-08-30 05:30:00,17.25,48,2.98,1.63,6.76,0.52,5.36,2,completed,1,0
REQ-SYN-0357,certificate,1,17,3,2026-01-29 17:33:00,2026-02-01 14:36:36,77.85,72,3.27,11.7,9.76,8.13,44.990914574677845,6,completed,1,1
REQ-SYN-0358,transcript,2,14,4,2025-09-19 14:07:00,2025-09-20 09:56:48,19.83,120,0.93,3.46,7.16,4.23,4.05,8,completed,1,0
REQ-SYN-0359,exam,2,11,4,2025-11-21 11:36:00,2025-11-22 20:42:36,33.11,96,1.92,2.45,7.82,9.48,11.44,5,completed,1,0
REQ-SYN-0360,transcript,2,5,5,2025-11-29 05:36:00,2025-12-01 15:20:24,71.08,120,2.19,6.03,17.58,9.89,35.39128863787063,1,completed,1,0
REQ-SYN-0361,hostel,2,15,0,2025-09-15 15:23:00,2025-09-17 01:00:12,33.62,48,2.53,3.81,7.45,8.49,11.34,8,completed,1,0
REQ-SYN-0362,library,1,16,2,2025-09-24 16:33:00,2025-09-27 09:13:48,64.68,48,1.69,6.74,11.03,17.39,27.83,4,completed,1,1
REQ-SYN-0363,library,3,16,2,2025-09-10 16:29:00,2025-09-13 21:51:12,77.37,48,0.54,10.79,13.56,19.7,32.78,7,completed,1,1
REQ-SYN-0364,exam,2,19,2,2025-12-17 19:05:00,2025-12-19 04:03:48,32.98,96,3.1,2.68,7.26,10.0,9.94,3,completed,1,0
REQ-SYN-0365,certificate,2,7,3,2025-09-04 07:23:00,2025-09-07 10:02:36,74.66,72,1.39,5.59,16.85,18.43,32.4,5,completed,1,1
REQ-SYN-0366,hostel,2,12,4,2026-02-13 12:23:00,2026-02-16 06:16:24,65.89,48,3.26,8.74,17.55,12.88,23.46,5,completed,1,1
REQ-SYN-0367,hostel,1,15,1,2025-09-09 15:08:00,2025-09-12 10:31:24,67.39,48,1.75,5.26,9.03,21.58,29.77,8,completed,1,1
REQ-SYN-0368,library,2,14,0,2025-11-03 14:05:00,2025-11-04 19:20:00,29.25,48,0.92,3.64,3.15,10.77,10.77,7,completed,1,0
REQ-SYN-0369,certificate,2,5,0,2025-10-20 05:09:00,,59.64,72,2.53,5.49,18.72,11.74,21.159118150266096,6,assigned,0,0
REQ-SYN-0370,certificate,2,15,2,2026-01-07 15:12:00,2026-01-09 22:14:24,63.43,72,1.35,6.03,7.41,25.64,22.996467324900657,5,completed,1,0
REQ-SYN-0371,certificate,1,10,1,2025-12-30 10:32:00,2025-12-31 19:29:36,32.96,72,2.02,6.08,7.7,8.95,8.21,7,completed,1,0
REQ-SYN-0372,certificate,1,12,3,2025-08-21 12:35:00,2025-08-24 08:45:48,83.07,72,3.25,4.85,15.16,16.09,43.717275914581975,8,completed,1,1
REQ-SYN-0373,certificate,2,23,2,2025-09-10 23:51:00,2025-09-14 05:52:12,78.02,72,0.1,4.77,22.85,14.0,36.3,4,completed,1,1
REQ-SYN-0374,library,1,16,0,2025-09-08 16:11:00,2025-09-09 16:09:12,23.97,48,2.57,3.92,6.48,2.07,8.93,2,completed,1,0
REQ-SYN-0375,certificate,1,15,1,2025-10-14 15:17:00,2025-10-15 10:15:48,18.98,72,1.46,3.27,5.98,4.38,3.89,8,completed,1,0
REQ-SYN-0376,hostel,2,16,1,2025-11-11 16:58:00,2025-11-14 11:04:36,66.11,48,2.87,8.31,11.48,11.65,31.8,7,completed,1,1
REQ-SYN-0377,library,2,17,1,2025-10-07 17:08:00,2025-10-09 03:18:12,34.17,48,0.1,4.42,7.59,6.58,15.48,1,completed,1,0
REQ-SYN-0378,hostel,2,8,4,2025-11-21 08:03:00,2025-11-22 18:46:12,34.72,48,3.43,2.88,1.82,9.87,16.72,1,completed,1,0
REQ-SYN-0379,hostel,2,11,2,2025-11-19 11:09:00,2025-11-20 07:51:36,20.71,48,2.74,1.04,3.21,1.39,12.33,8,completed,1,0
REQ-SYN-0380,it_support,3,2,4,2025-11-21 02:16:00,2025-11-22 14:13:00,27.02,24,1.48,5.04,2.99,11.88,14.56,4,completed,1,1
REQ-SYN-0381,transcript,1,10,1,2025-09-23 10:02:00,2025-09-24 23:42:12,37.67,120,2.2,5.47,4.33,10.74,14.93,6,completed,1,0
REQ-SYN-0382,transcript,2,19,2,2025-10-22 19:26:00,2025-10-25 15:35:36,83.96,120,2.33,14.86,12.87,20.79,33.10656492281808,9,completed,1,0
REQ-SYN-0383,certificate,3,16,3,2025-09-04 16:15:00,2025-09-06 04:45:36,36.51,72,3.36,0.61,7.88,14.07,10.59,1,completed,1,0
REQ-SYN-0384,certificate,2,17,1,2025-09-16 17:03:00,2025-09-18 03:06:00,34.05,72,3.01,7.41,4.53,3.77,15.33,4,completed,1,0
REQ-SYN-0385,certificate,3,5,4,2025-11-21 05:06:00,2025-11-22 06:28:48,25.38,72,0.67,3.67,5.87,4.83,10.34,3,completed,1,0
REQ-SYN-0386,certificate,3,15,4,2026-02-13 15:16:00,2026-02-16 22:23:48,79.13,72,1.2,10.72,15.9,23.94,27.37,7,completed,1,1
REQ-SYN-0387,certificate,1,14,0,2025-10-20 14:34:00,2025-10-22 20:24:24,62.04,72,2.22,10.06,14.56,10.91,24.285088830151953,4,completed,1,0
REQ-SYN-0388,certificate,1,21,1,2025-08-19 21:10:00,2025-08-21 04:12:24,31.04,72,2.33,2.49,6.54,4.12,15.56,3,completed,1,0
REQ-SYN-0389,transcript,2,14,3,2025-08-21 14:50:00,2025-08-23 09:20:36,42.51,120,3.06,8.19,6.96,14.42,9.88,9,completed,1,0
REQ-SYN-0390,certificate,2,13,5,2025-09-27 13:07:00,2025-09-28 18:44:48,29.63,72,0.64,3.78,7.12,5.76,12.33,3,completed,1,0
REQ-SYN-0391,certificate,2,17,0,2025-08-18 17:08:00,2025-08-20 06:05:00,36.95,72,2.33,6.24,3.01,3.68,21.69,2,completed,1,0
REQ-SYN-0392,library,1,13,3,2026-02-05 13:10:00,2026-02-08 16:37:36,75.46,48,1.62,6.07,14.61,18.21,34.95,7,completed,1,1
REQ-SYN-0393,library,1,16,0,2025-12-15 16:59:00,2025-12-17 20:45:48,51.78,48,3.02,7.87,6.96,21.2,12.73,8,completed,1,1
REQ-SYN-0394,certificate,2,17,2,2025-09-10 17:32:00,2025-09-13 13:45:12,81.03,72,2.14,10.45,9.49,16.91,42.04449984341373,7,completed,1,1
REQ-SYN-0395,certificate,1,15,1,2025-09-30 15:26:00,2025-10-02 00:53:36,33.46,72,1.43,1.32,13.29,4.37,13.05,9,completed,1,0
REQ-SYN-0396,certificate,2,12,1,2025-12-23 12:28:00,2025-12-24 22:40:00,34.2,72,4.66,4.92,8.11,8.84,7.67,3,completed,1,0
REQ-SYN-0397,transcript,2,0,3,2025-12-11 00:51:00,2025-12-12 07:40:12,30.82,120,2.7,1.73,10.85,7.15,8.39,4,completed,1,0
REQ-SYN-0398,hostel,2,8,0,2025-09-08 08:21:00,2025-09-09 22:10:12,37.82,48,3.14,0.61,10.55,9.16,14.36,3,completed,1,0
REQ-SYN-0399,hostel,1,9,4,2025-12-05 09:28:00,2025-12-07 19:12:24,57.74,48,2.35,6.81,10.72,15.7,22.16,6,completed,1,1
REQ-SYN-0400,hostel,1,18,0,2025-10-13 18:45:00,2025-10-16 10:45:36,64.01,48,2.42,10.62,7.4,11.47,32.1,4,completed,1,1
REQ-SYN-0401,certificate,1,14,3,2026-02-12 14:02:00,2026-02-14 08:09:12,42.12,72,1.28,2.85,4.67,20.2,13.12,6,completed,1,0
REQ-SYN-0402,it_support,1,23,4,2025-12-12 23:36:00,2025-12-15 19:57:00,68.35,24,0.28,4.04,20.88,15.32,27.83,7,completed,1,1
REQ-SYN-0403,transcript,2,17,1,2025-09-30 17:55:00,2025-10-01 18:45:24,24.84,120,1.21,0.27,4.82,6.37,12.17,1,completed,1,0
REQ-SYN-0404,certificate,3,4,5,2025-10-25 04:10:00,2025-10-26 08:08:48,27.98,72,1.62,5.76,7.31,7.83,5.46,1,completed,1,0
REQ-SYN-0405,hostel,3,8,0,2025-11-03 08:31:00,2025-11-05 08:34:00,37.58,48,2.91,5.35,6.72,7.73,25.34,1,completed,1,0
REQ-SYN-0406,library,2,8,3,2026-02-12 08:49:00,,48.91,48,1.87,3.98,5.93,6.44,30.69,9,assigned,0,1
REQ-SYN-0407,it_support,2,17,1,2025-12-30 17:06:00,2025-12-31 23:03:36,22.16,24,2.45,1.42,6.77,12.21,7.11,3,completed,1,0
REQ-SYN-0408,hostel,2,15,1,2025-11-25 15:13:00,2025-11-26 14:51:24,23.64,48,2.04,4.45,5.36,7.34,4.45,7,completed,1,0
REQ-SYN-0409,library,2,18,1,2025-10-21 18:03:00,2025-10-24 21:28:12,75.42,48,1.63,8.85,16.8,21.17,26.97,6,completed,1,1
REQ-SYN-0410,library,2,17,1,2025-12-02 17:07:00,2025-12-04 06:25:36,37.31,48,1.79,4.26,0.82,10.08,20.36,1,completed,1,0
REQ-SYN-0411,library,2,20,1,2025-08-19 20:32:00,2025-08-22 13:35:36,65.06,48,1.66,8.55,9.96,9.62,35.27,5,completed,1,1
REQ-SYN-0412,hostel,1,15,2,2025-11-26 15:24:00,2025-11-29 09:51:00,66.45,48,1.83,7.18,7.36,19.94,30.14,5,completed,1,1
REQ-SYN-0413,transcript,1,10,1,2025-10-21 10:23:00,2025-10-22 14:18:48,27.93,120,2.56,2.96,6.04,3.86,12.51,7,completed,1,0
REQ-SYN-0414,library,2,15,4,2025-09-12 15:28:00,2025-09-13 16:59:12,25.52,48,3.39,0.1,6.88,0.1,15.05,7,completed,1,0
REQ-SYN-0415,certificate,1,14,2,2025-09-24 14:48:00,2025-09-26 04:23:24,37.59,72,1.57,4.97,8.16,4.71,18.18,5,completed,1,0
REQ-SYN-0416,transcript,3,10,1,2026-01-27 10:51:00,2026-01-28 23:27:00,36.6,120,3.14,6.74,6.87,7.24,12.61,6,completed,1,0
REQ-SYN-0417,hostel,1,23,1,2025-11-11 23:17:00,2025-11-12 20:18:48,21.03,48,1.94,3.57,6.22,9.2,0.1,1,completed,1,0
REQ-SYN-0418,certificate,1,15,1,2025-12-02 15:57:00,2025-12-05 12:31:12,75.59,72,2.04,14.08,9.3,29.49,20.67669691288987,8,completed,1,1
REQ-SYN-0419,it_support,1,12,4,2025-10-17 12:42:00,2025-10-18 15:51:00,22.92,24,1.15,4.66,3.63,2.07,15.64,4,completed,1,0
REQ-SYN-0420,hostel,2,15,3,2025-08-21 15:58:00,2025-08-22 11:44:12,19.77,48,1.97,0.1,4.43,5.99,7.28,8,completed,1,0
REQ-SYN-0421,hostel,2,11,0,2025-12-22 11:17:00,2025-12-24 04:35:36,41.31,48,3.56,5.73,8.49,4.7,18.83,5,completed,1,0
REQ-SYN-0422,certificate,1,15,2,2025-12-17 15:53:00,2025-12-19 11:05:00,50.16,72,1.85,4.81,8.5,13.56,21.43978211498299,7,completed,1,0
REQ-SYN-0423,transcript,1,10,3,2025-09-11 10:03:00,,32.32,120,2.68,4.29,8.27,12.69,4.39,5,approved,0,0
REQ-SYN-0424,certificate,3,10,3,2026-01-01 10:41:00,2026-01-04 09:19:24,85.53,72,2.92,11.69,12.26,14.05,44.608313528309836,6,completed,1,1
REQ-SYN-0425,certificate,2,13,1,2025-09-02 13:20:00,2025-09-03 18:48:12,29.47,72,2.8,4.11,8.71,3.97,9.88,2,completed,1,0
REQ-SYN-0426,library,2,16,1,2025-11-04 16:05:00,2025-11-07 01:23:36,57.31,48,0.67,5.41,15.99,23.74,11.5,7,completed,1,1
REQ-SYN-0427,it_support,2,11,0,2025-10-20 11:27:00,2025-10-21 19:31:48,24.26,24,1.88,3.75,7.62,13.49,5.34,5,completed,1,1
REQ-SYN-0428,it_support,1,10,0,2025-09-15 10:26:00,2025-09-17 22:38:00,60.2,24,1.61,6.4,12.78,14.7,24.71,7,completed,1,1
REQ-SYN-0429,certificate,1,17,4,2025-12-05 17:33:00,2025-12-06 20:33:36,27.01,72,0.67,3.56,0.1,4.05,18.63,2,completed,1,0
REQ-SYN-0430,transcript,2,10,0,2025-12-08 10:56:00,2025-12-10 02:03:48,39.13,120,1.41,5.13,4.39,13.0,15.2,8,completed,1,0
REQ-SYN-0431,certificate,1,14,2,2025-10-29 14:42:00,2025-11-01 09:04:12,79.07,72,4.12,5.79,8.1,17.03,44.034536872578826,7,completed,1,1
REQ-SYN-0432,transcript,1,21,3,2025-09-11 21:55:00,2025-09-13 04:43:36,30.81,120,2.17,5.45,6.53,7.19,9.47,1,completed,1,0
REQ-SYN-0433,certificate,2,8,3,2025-12-18 08:01:00,2025-12-19 19:31:36,35.51,72,1.54,4.68,5.33,11.28,12.68,1,completed,1,0
REQ-SYN-0434,exam,2,15,4,2025-10-31 15:02:00,2025-11-03 01:27:48,76.67,96,1.27,5.94,15.06,18.75,35.64681804775972,6,completed,1,0
REQ-SYN-0435,certificate,1,11,3,2026-01-22 11:11:00,2026-01-23 15:35:36,28.41,72,1.45,7.93,5.9,8.45,4.68,3,completed,1,0
REQ-SYN-0436,transcript,3,4,4,2025-12-12 04:16:00,2025-12-13 17:22:00,37.1,120,4.45,6.45,5.2,6.28,14.72,5,completed,1,0
REQ-SYN-0437,library,3,17,4,2025-10-03 17:48:00,2025-10-04 18:54:36,25.11,48,2.88,3.05,2.66,1.42,15.1,2,completed,1,0
REQ-SYN-0438,hostel,2,4,0,2025-11-24 04:25:00,2025-11-24 22:15:24,17.84,48,2.26,6.05,4.62,4.81,0.1,3,completed,1,0
REQ-SYN-0439,certificate,1,20,0,2025-12-29 20:59:00,2025-12-31 00:05:00,27.1,72,2.54,4.82,8.52,8.23,2.99,4,completed,1,0
REQ-SYN-0440,hostel,2,12,2,2026-01-28 12:37:00,2026-01-31 17:31:36,76.91,48,0.9,11.68,11.74,17.5,35.09,8,completed,1,1
REQ-SYN-0441,it_support,1,9,0,2025-10-20 09:19:00,,45.31,24,1.08,5.96,7.26,20.98,10.03,6,assigned,0,1
REQ-SYN-0442,transcript,2,9,4,2025-09-19 09:05:00,,24.39,120,1.23,0.47,5.48,8.74,8.47,5,processed,0,0
REQ-SYN-0443,transcript,3,10,2,2025-09-17 10:15:00,2025-09-19 02:52:48,40.63,120,0.43,6.82,10.11,4.69,18.58,9,completed,1,0
REQ-SYN-0444,transcript,1,4,5,2025-12-06 04:42:00,2025-12-07 16:46:48,36.08,120,1.51,6.13,3.21,9.66,15.57,2,completed,1,0
REQ-SYN-0445,certificate,2,16,4,2026-02-06 16:25:00,2026-02-09 11:00:24,83.79,72,2.07,10.46,11.76,11.75,47.7549732628769,5,completed,1,1
REQ-SYN-0446,library,1,17,6,2026-01-04 17:47:00,,29.83,48,2.26,3.19,7.19,9.13,8.06,1,assigned,0,0
REQ-SYN-0447,transcript,3,12,2,2025-08-20 12:37:00,2025-08-22 14:24:24,49.79,120,1.78,7.9,6.52,13.83,19.76,1,completed,1,0
REQ-SYN-0448,hostel,2,22,0,2025-10-20 22:28:00,2025-10-23 12:10:00,61.7,48,1.8,11.37,0.9,6.84,40.79,8,completed,1,1
REQ-SYN-0449,certificate,2,19,1,2025-11-25 19:43:00,2025-11-27 08:28:00,36.75,72,1.93,5.17,1.61,10.94,17.1,1,completed,1,0
REQ-SYN-0450,certificate,1,9,2,2025-11-19 09:58:00,2025-11-21 08:45:24,46.79,72,2.35,2.75,3.3,14.29,24.1,4,completed,1,0
REQ-SYN-0451,hostel,1,15,4,2025-10-24 15:39:00,2025-10-27 13:19:48,69.68,48,1.79,3.82,12.04,23.14,28.89,5,completed,1,1
REQ-SYN-0452,transcript,2,17,5,2026-01-17 17:02:00,2026-01-19 00:11:36,31.16,120,0.1,3.7,4.74,9.55,13.07,1,completed,1,0
REQ-SYN-0453,certificate,2,11,1,2025-12-16 11:10:00,2025-12-18 18:19:36,67.03,72,2.2,1.84,18.32,11.42,33.246741552605826,7,completed,1,0
REQ-SYN-0454,hostel,2,18,1,2025-10-21 18:49:00,2025-10-22 12:47:48,17.98,48,1.61,2.45,1.71,9.78,2.43,2,completed,1,0
REQ-SYN-0455,certificate,1,17,2,2026-01-14 17:27:00,2026-01-16 11:44:24,42.29,72,2.45,6.49,2.74,10.5,20.11,2,completed,1,0
REQ-SYN-0456,transcript,2,21,0,2025-08-25 21:03:00,2025-08-27 02:00:00,28.95,120,1.37,5.21,5.99,3.14,13.24,3,completed,1,0
REQ-SYN-0457,certificate,3,7,4,2025-10-24 07:08:00,2025-10-27 11:09:12,76.02,72,0.76,8.12,18.92,10.96,37.26,8,completed,1,1
REQ-SYN-0458,certificate,3,8,0,2025-12-29 08:46:00,2025-12-30 13:07:36,28.36,72,2.86,1.17,8.07,8.85,7.41,1,completed,1,0
REQ-SYN-0459,certificate,2,13,1,2025-12-02 13:46:00,2025-12-04 01:45:24,35.99,72,1.96,4.75,5.83,1.87,21.58,1,completed,1,0
REQ-SYN-0460,certificate,2,10,3,2025-10-23 10:49:00,2025-10-26 00:52:36,80.96,72,1.7,9.43,12.95,23.63,33.24819487396879,9,completed,1,1
REQ-SYN-0461,hostel,2,9,3,2026-01-01 09:31:00,2026-01-02 23:26:12,37.92,48,3.64,4.01,8.7,6.14,15.43,4,completed,1,0
REQ-SYN-0462,hostel,1,17,2,2026-01-21 17:33:00,2026-01-24 08:31:12,62.97,48,1.77,14.45,4.75,20.68,21.32,5,completed,1,1
REQ-SYN-0463,certificate,1,13,2,2025-09-17 13:29:00,2025-09-19 01:58:24,36.49,72,2.77,5.03,10.45,9.06,9.18,4,completed,1,0
REQ-SYN-0464,certificate,2,3,4,2025-09-12 03:05:00,2025-09-15 05:02:36,73.96,72,3.22,8.06,12.37,18.52,31.79,9,completed,1,1
REQ-SYN-0465,hostel,2,6,2,2025-10-08 06:08:00,2025-10-09 21:24:12,39.27,48,1.57,3.01,6.09,19.87,8.73,1,completed,1,0
REQ-SYN-0466,library,2,12,3,2025-10-02 12:54:00,,37.94,48,3.09,6.51,5.43,5.25,17.66,5,verified,0,0
REQ-SYN-0467,certificate,2,16,1,2026-01-20 16:49:00,2026-01-22 23:59:48,66.83,72,3.77,7.89,15.05,13.83,26.288293028435824,7,completed,1,0
REQ-SYN-0468,certificate,2,9,0,2025-09-15 09:02:00,2025-09-18 04:20:00,81.95,72,3.09,5.92,10.15,25.44,37.345411488228734,5,completed,1,1
REQ-SYN-0469,certificate,3,8,0,2025-12-29 08:33:00,2025-12-30 13:25:48,28.88,72,2.36,5.46,7.67,7.84,5.55,4,completed,1,0
REQ-SYN-0470,hostel,1,11,2,2025-09-03 11:10:00,2025-09-04 22:14:48,35.08,48,0.98,3.67,5.33,5.68,19.42,3,completed,1,0
REQ-SYN-0471,certificate,2,11,2,2025-12-10 11:59:00,2025-12-13 17:37:24,77.64,72,1.37,13.04,21.29,5.1,36.84,7,completed,1,1
REQ-SYN-0472,transcript,2,11,2,2025-11-26 11:36:00,2025-11-28 22:24:36,74.96,120,1.84,15.62,18.05,12.66,26.78525365538574,7,completed,1,0
REQ-SYN-0473,hostel,2,8,1,2025-09-09 08:31:00,,41.57,48,2.55,3.01,4.32,12.65,19.04,4,verified,0,0
REQ-SYN-0474,hostel,2,22,3,2026-01-29 22:42:00,2026-02-01 00:48:36,50.11,48,1.42,6.85,10.49,19.24,12.11,9,completed,1,1
REQ-SYN-0475,certificate,1,23,1,2025-09-30 23:52:00,2025-10-01 20:40:36,20.81,72,2.38,2.92,5.48,3.3,6.73,3,completed,1,0
REQ-SYN-0476,transcript,3,22,4,2025-09-12 22:05:00,2025-09-14 14:45:12,40.67,120,1.83,3.24,10.86,12.53,12.21,3,completed,1,0
REQ-SYN-0477,hostel,3,9,5,2026-02-14 09:55:00,2026-02-15 22:47:48,36.88,48,2.8,4.05,1.74,11.05,17.24,1,completed,1,0
REQ-SYN-0478,it_support,2,21,2,2025-11-12 21:58:00,2025-11-15 09:50:12,59.87,24,2.1,8.83,15.32,4.53,29.09,5,completed,1,1
REQ-SYN-0479,certificate,2,15,0,2025-10-20 15:57:00,2025-10-22 09:44:24,41.79,72,2.89,2.54,7.68,8.41,20.27,8,completed,1,0
REQ-SYN-0480,library,3,14,3,2025-09-25 14:42:00,,54.4,48,2.26,8.13,5.89,5.04,33.08,5,approved,0,1
REQ-SYN-0481,certificate,3,10,3,2026-01-22 10:58:00,2026-01-23 12:56:48,25.98,72,0.8,6.52,3.73,3.3,11.63,8,completed,1,0
REQ-SYN-0482,library,2,13,5,2025-08-23 13:17:00,2025-08-25 07:09:12,49.69,48,1.59,5.43,13.75,17.76,11.155774015597068,5,completed,1,1
REQ-SYN-0483,hostel,1,14,3,2025-09-18 14:40:00,2025-09-19 19:55:00,29.25,48,1.47,5.67,5.48,11.6,5.03,10,completed,1,0
REQ-SYN-0484,transcript,1,14,1,2025-10-21 14:09:00,2025-10-22 05:44:24,15.59,120,1.4,4.22,2.43,4.11,3.43,8,completed,1,0
REQ-SYN-0485,transcript,1,8,3,2026-01-22 08:03:00,2026-01-23 16:49:48,32.78,120,1.87,3.76,7.39,8.76,11.0,2,completed,1,0
REQ-SYN-0486,hostel,1,17,4,2025-10-31 17:52:00,2025-11-03 02:53:48,57.03,48,2.8,8.05,12.15,23.25,10.78,8,completed,1,1
REQ-SYN-0487,transcript,3,3,1,2025-12-30 03:24:00,2025-12-31 12:15:36,32.86,120,1.83,4.9,3.7,8.15,14.28,5,completed,1,0
REQ-SYN-0488,transcript,2,14,0,2025-08-25 14:54:00,2025-08-27 03:47:24,53.57,120,0.41,6.02,0.1,16.11,30.93126869040637,4,completed,1,0
REQ-SYN-0489,certificate,2,15,2,2025-11-12 15:22:00,2025-11-15 04:37:36,68.45,72,1.11,7.3,11.41,16.98,31.646557114160863,8,completed,1,0
REQ-SYN-0490,hostel,1,13,3,2026-01-15 13:57:00,2026-01-16 22:12:36,32.26,48,3.05,5.81,3.41,8.53,11.46,3,completed,1,0
REQ-SYN-0491,it_support,3,12,1,2025-09-23 12:37:00,,18.66,24,3.42,5.17,4.2,2.96,2.91,5,processed,0,0
REQ-SYN-0492,transcript,1,13,5,2025-11-08 13:12:00,2025-11-10 20:16:48,65.47,120,0.87,8.63,11.4,4.64,39.92511514296196,3,completed,1,0
REQ-SYN-0493,certificate,3,17,1,2025-11-04 17:05:00,,59.58,72,3.03,8.09,17.39,7.82,23.25101586418769,4,verified,0,0
REQ-SYN-0494,hostel,3,16,2,2026-02-11 16:32:00,2026-02-14 01:44:36,57.21,48,0.1,8.57,19.74,12.9,15.9,3,completed,1,1
REQ-SYN-0495,it_support,1,16,4,2025-11-21 16:22:00,2025-11-22 21:08:12,28.77,24,1.54,9.79,5.64,0.1,11.7,9,completed,1,1
REQ-SYN-0496,hostel,3,12,2,2025-09-03 12:16:00,2025-09-04 21:29:12,33.22,48,2.07,4.91,5.59,9.81,10.84,5,completed,1,0
REQ-SYN-0497,library,2,8,4,2025-10-24 08:52:00,2025-10-27 16:14:48,79.38,48,1.36,9.27,8.05,21.07,39.63,9,completed,1,1
REQ-SYN-0498,transcript,3,12,2,2025-12-31 12:51:00,2026-01-02 03:38:24,38.79,120,2.45,7.95,4.32,5.15,18.92,3,completed,1,0
REQ-SYN-0499,hostel,1,15,3,2026-01-22 15:51:00,2026-01-25 11:54:00,68.05,48,1.41,10.84,15.9,21.88,18.02,7,completed,1,1
REQ-SYN-0500,transcript,2,7,4,2025-10-24 07:36:00,2025-10-25 20:42:00,37.1,120,3.21,8.36,10.72,12.06,2.75,2,completed,1,0
REQ-SYN-0501,it_support,1,12,3,2025-11-20 12:11:00,2025-11-23 03:14:00,63.05,24,3.06,10.79,21.21,13.78,14.21,7,completed,1,1
REQ-SYN-0502,certificate,3,13,4,2025-09-05 13:45:00,2025-09-08 22:57:00,81.2,72,2.78,9.91,11.8,21.27,35.44,7,completed,1,1
REQ-SYN-0503,transcript,2,16,0,2025-09-29 16:17:00,2025-10-01 00:29:36,32.21,120,1.04,3.07,3.77,8.23,16.1,2,completed,1,0
REQ-SYN-0504,it_support,1,17,1,2025-12-02 17:59:00,2025-12-05 06:54:12,60.92,24,1.54,4.56,10.66,17.36,26.8,6,completed,1,1
REQ-SYN-0505,transcript,2,8,3,2025-10-02 08:18:00,2025-10-03 12:01:12,27.72,120,1.24,5.5,8.85,7.51,4.62,4,completed,1,0
REQ-SYN-0506,transcript,1,14,4,2025-12-05 14:04:00,2025-12-06 13:08:48,23.08,120,2.87,5.53,6.96,3.21,4.51,8,completed,1,0
